date,department,region,employees,operational_cost,marketing_spend,customer_satisfaction,new_customers,customer_retention_rate,sales_volume,revenue
2022-02-01,Marketing,South,31,61759.63,49732.73,3.65,54,0.81,158674.32,140531.73
2021-12-01,Finance,East,81,57855.16,27857.07,3.27,53,0.88,138024.32,134589.32
2022-11-01,Finance,South,58,58286.94,22272.46,4.36,63,0.76,240608.9,223123.07
2022-03-01,Finance,Central,11,28489.21,52343.98,3.88,47,0.94,272839.5,266178.33
2023-04-01,Customer Support,East,94,45040.9,25961.79,4.87,60,0.88,173858.73,173939.86
2023-10-01,Finance,Central,82,77979.51,49881.97,4.71,59,0.81,217683.85,228400.3
2021-02-01,Finance,East,31,34641.88,27218.31,4.86,44,0.88,257561.36,234956.15
2023-08-01,Customer Support,North,63,58675.64,39128.11,4.14,55,0.71,237596.74,251837.31
2022-11-01,Operations,North,76,40156.77,52926.5,4.05,45,0.94,229812.1,208319.67
2022-10-01,Sales,East,35,57612.2,31493.49,4.69,59,0.75,316880.37,287252.79
2023-01-01,Customer Support,East,95,47015.55,26575.59,4.02,56,0.73,181845.27,171923.57
2022-10-01,Customer Support,Central,72,68097.46,37150.63,4.8,45,0.88,197469.59,191939.81
2022-10-01,Finance,West,8,50618.87,20110.14,3.07,50,0.82,157575.19,150863.33
2021-06-01,Finance,East,22,64920.53,42614.72,3.72,39,0.87,145051.98,136075.56
2022-03-01,Sales,South,67,81668.87,23584.87,4.67,57,0.87,212297.24,215813.04
2023-09-01,Finance,South,91,64791.35,14580.14,3.42,60,0.82,140710.74,145023.42
2021-08-01,Marketing,South,80,58648.56,29021.89,3.8,49,0.9,88035.28,90243.87
2021-05-01,Finance,North,56,67359.63,25640.57,3.02,43,0.85,176737.3,183085.65
2021-04-01,Finance,Central,88,58439.62,5450.24,3.6,34,0.8,187382.88,170583.05
2021-06-01,Marketing,North,67,40880.11,30154.74,3.64,50,0.87,258596.15,267221.31
2023-08-01,Sales,South,49,37311.76,19124.31,4.47,60,0.77,120335.71,127438.38
2023-06-01,Marketing,East,16,60352.15,25522.29,4.35,43,0.77,134530.9,127983.51
2023-11-01,Customer Support,South,12,40620.45,19099.24,3.89,55,0.72,168235.79,180559.69
2022-04-01,Marketing,East,26,39164.99,36635.0,4.46,54,0.9,180077.56,187743.82
2022-01-01,Operations,Central,95,47140.91,29878.01,3.86,53,0.7,135139.99,129237.11
2023-06-01,Customer Support,West,45,24108.33,15465.38,3.87,51,0.69,204532.24,203941.05
2022-07-01,Finance,East,45,40191.72,44146.98,4.29,40,0.68,216237.84,206623.79
2022-05-01,Customer Support,North,85,38966.26,33144.28,4.45,39,0.83,126437.06,123839.6
2022-07-01,Sales,South,61,86929.45,25078.44,4.69,44,0.67,227869.81,227633.39
2023-04-01,Sales,South,36,61266.68,22443.19,4.5,44,0.9,232923.89,218838.36
2023-02-01,Marketing,South,99,43679.66,29419.96,4.34,52,0.84,135559.62,126051.79
2023-02-01,Customer Support,East,59,38496.91,17375.76,4.12,44,0.88,264279.18,238733.05
2022-11-01,Finance,Central,10,13430.86,43212.1,3.62,45,0.65,247156.49,262952.94
2021-09-01,Sales,East,43,28030.1,41388.89,3.52,50,0.61,167783.62,161936.04
2021-12-01,Finance,North,13,25098.27,26769.78,4.69,52,0.63,160020.83,170335.6
2021-01-01,Operations,South,36,35349.66,26115.08,4.43,48,0.84,120223.46,110434.33
2021-01-01,Sales,East,40,49844.74,21172.89,4.33,57,0.64,128086.07,126852.0
2023-10-01,Marketing,South,20,47182.36,32717.29,3.52,47,0.77,173227.18,165221.8
2023-08-01,Operations,North,16,36605.58,32798.46,4.94,43,0.88,191037.06,188699.11
2023-01-01,Customer Support,West,45,49236.45,37168.78,3.16,43,0.73,219633.87,232213.73
2021-01-01,Finance,West,71,28502.79,32908.12,4.68,43,0.62,243578.62,222377.03
2022-04-01,Sales,West,62,56662.67,21106.78,3.42,48,0.91,144429.86,136893.43
2021-05-01,Operations,South,95,61459.54,22770.26,3.78,63,0.85,198401.7,206955.14
2022-10-01,Operations,East,95,57393.27,31475.65,3.86,42,0.61,225900.46,224669.53
2023-05-01,Sales,South,13,66408.72,23080.2,4.33,66,0.71,235560.0,253647.74
2021-03-01,Customer Support,Central,21,27239.69,43807.59,4.09,68,0.73,170068.82,179427.08
2021-12-01,Customer Support,East,9,50596.76,29837.88,3.37,53,0.9,223681.88,201137.21
2023-02-01,Marketing,North,30,35708.26,15610.71,3.06,44,0.63,226735.24,219959.74
2022-04-01,Customer Support,West,89,32722.65,29092.66,4.43,58,0.87,273571.51,264992.39
2022-10-01,Marketing,East,5,28780.87,28049.19,4.01,55,0.94,195854.56,196438.82
2023-05-01,Operations,East,5,87176.65,43558.43,3.72,51,0.73,191037.42,182707.72
2022-02-01,Sales,West,39,63669.73,30451.53,3.57,47,0.61,164134.42,148479.75
2023-04-01,Customer Support,North,13,74337.77,35970.82,4.65,42,0.68,151970.8,146265.64
2021-05-01,Marketing,South,91,55291.42,28521.3,4.59,59,0.64,178264.47,166426.29
2023-06-01,Operations,South,42,37581.83,40254.2,4.65,47,0.88,136116.57,123696.35
2021-05-01,Customer Support,East,8,60077.99,43223.52,3.44,49,0.72,175484.89,167926.65
2021-12-01,Finance,West,56,85140.5,20897.14,4.7,55,0.91,133226.08,123992.91
2022-04-01,Operations,Central,23,57870.04,24135.53,4.97,40,0.92,134715.5,127181.92
2023-02-01,Customer Support,North,9,48311.65,27889.65,4.2,51,0.73,153003.51,150824.54
2023-02-01,Operations,South,96,54073.89,39219.06,3.09,51,0.81,220963.7,214414.12
2022-09-01,Sales,North,52,66731.25,23568.72,4.4,49,0.93,230254.61,227750.67
2023-12-01,Sales,North,91,49759.2,7775.95,4.08,52,0.63,195120.02,211896.33
2023-09-01,Sales,North,67,48248.82,38095.18,4.42,57,0.87,202533.13,207557.64
2023-06-01,Finance,West,42,39835.75,22268.77,3.38,39,0.62,228697.34,242487.72
2022-11-01,Sales,West,56,55320.8,26667.67,4.21,46,0.76,180119.69,175107.32
2021-10-01,Finance,West,91,30963.4,26125.48,4.08,56,0.78,209988.12,218945.24
2021-05-01,Sales,East,50,44229.25,9197.9,4.2,43,0.79,151252.82,136823.28
2023-12-01,Operations,West,86,48072.81,18225.26,4.46,51,0.9,220313.16,232254.82
2023-10-01,Customer Support,East,97,34100.19,38568.75,4.09,46,0.67,191666.36,206784.06
2023-07-01,Customer Support,South,96,49661.72,29634.18,3.64,42,0.75,214474.98,229747.58
2021-10-01,Sales,South,13,64301.92,39563.52,3.62,51,0.7,182668.77,163066.5
2022-07-01,Customer Support,South,54,71757.79,46174.93,4.39,54,0.81,267518.59,283198.18
2023-08-01,Sales,South,78,46449.79,13672.71,4.33,57,0.8,263855.91,265470.8
2021-01-01,Sales,South,70,43174.72,26687.23,3.84,57,0.88,263230.97,280110.48
2021-05-01,Marketing,West,81,46086.68,28894.99,3.71,42,0.66,116746.05,118384.66
2021-04-01,Marketing,Central,42,59385.81,45132.25,4.24,40,0.89,218508.32,228114.38
2022-04-01,Marketing,West,31,40642.33,19197.66,3.62,46,0.72,282853.27,287520.93
2022-12-01,Finance,Central,24,40620.51,33283.14,4.93,38,0.8,202665.23,192910.99
2022-04-01,Marketing,West,66,54065.49,42847.32,4.19,47,0.68,214814.09,219788.9
2021-02-01,Sales,South,78,57782.01,38903.23,4.18,46,0.77,212074.05,196395.5
2023-04-01,Operations,North,20,53013.13,35113.46,3.27,47,0.66,307921.86,287390.87
2023-08-01,Marketing,Central,83,51859.09,22830.81,4.22,44,0.84,235272.9,215757.84
2023-03-01,Marketing,North,17,42733.36,40877.36,3.59,49,0.62,251739.38,226314.19
2022-08-01,Operations,South,24,50305.16,13937.64,3.9,44,0.81,197424.92,206300.25
2022-12-01,Sales,Central,28,14250.39,35015.34,4.08,44,0.86,232269.37,225207.58
2021-12-01,Finance,North,54,73246.69,12678.76,3.96,41,0.91,182495.28,170924.53
2023-11-01,Marketing,West,11,52416.8,47867.84,4.62,50,0.89,290272.77,300583.64
2023-09-01,Operations,South,91,81559.59,18521.83,3.2,46,0.91,152853.85,128294.81
2023-09-01,Sales,West,92,69329.43,25386.01,3.33,55,0.82,142030.49,129646.29
2021-12-01,Customer Support,West,33,37773.52,46663.29,3.31,55,0.62,138626.21,146889.91
2021-03-01,Finance,South,9,44538.5,34487.3,4.63,54,0.94,217674.46,202423.37
2021-01-01,Operations,Central,39,33466.72,22736.16,3.24,56,0.87,297402.86,272501.87
2023-09-01,Operations,East,69,39956.35,31201.94,4.94,48,0.81,202714.93,220427.55
2021-10-01,Operations,East,86,26542.39,32921.95,4.94,53,0.76,320107.68,332920.0
2023-05-01,Marketing,South,74,36145.76,34228.6,4.98,45,0.63,270016.52,286017.49
2022-01-01,Customer Support,East,91,34473.47,27896.45,4.96,56,0.6,231236.13,216520.68
2021-12-01,Finance,North,78,63222.94,26778.49,3.3,56,0.75,143041.82,122639.27
2023-07-01,Sales,Central,11,25691.63,36875.15,4.31,49,0.94,240808.75,244125.39
2021-02-01,Sales,West,48,83388.11,27469.24,3.8,38,0.78,318884.51,317261.46
2023-11-01,Customer Support,West,76,45173.61,19261.14,4.46,59,0.74,254369.63,239716.06
2022-11-01,Operations,South,17,70206.82,26844.1,3.81,53,0.76,253044.55,221080.22
2022-05-01,Operations,West,98,35537.36,29801.12,3.77,51,0.7,160104.08,173909.25
2023-02-01,Operations,North,86,61672.26,33457.92,4.81,51,0.94,221314.53,209610.41
2021-08-01,Operations,North,82,27973.33,31958.87,3.99,42,0.65,283205.26,294981.32
2023-05-01,Operations,South,79,27889.27,16799.08,4.48,49,0.84,237250.38,238035.57
2023-02-01,Customer Support,West,42,66417.4,34984.6,4.3,48,0.76,138250.44,123846.73
2021-10-01,Marketing,East,17,48171.12,27915.7,4.32,43,0.65,221789.72,238100.91
2023-02-01,Finance,East,58,47026.67,24379.5,3.7,51,0.81,203409.42,202424.96
2023-10-01,Operations,Central,48,34950.78,39356.19,3.5,54,0.81,185037.42,177101.07
2021-07-01,Marketing,South,17,36931.5,22769.01,4.77,66,0.66,229390.9,241946.09
2021-04-01,Sales,Central,29,26059.83,47849.93,3.05,49,0.76,174922.29,177113.81
2021-11-01,Customer Support,East,28,42150.4,46876.27,3.35,61,0.91,220522.25,225846.26
2023-05-01,Marketing,East,33,53843.37,40082.21,3.27,54,0.64,178766.65,184467.36
2023-12-01,Operations,East,74,51188.47,23272.81,4.9,48,0.94,172090.25,157608.96
2023-01-01,Operations,Central,22,51346.43,35734.14,3.01,42,0.6,155546.3,135263.83
2022-09-01,Operations,South,96,19204.57,32686.83,3.02,42,0.82,186468.81,185190.86
2023-12-01,Marketing,North,9,52950.86,22785.04,3.45,48,0.8,212519.86,187601.47
2021-10-01,Operations,North,22,45217.49,40693.07,3.56,59,0.6,219877.38,203461.79
2021-09-01,Marketing,East,67,38210.14,29996.99,4.12,55,0.82,182019.15,168825.69
2022-12-01,Operations,South,41,31473.14,5482.21,4.92,43,0.88,238565.29,253603.02
2023-11-01,Sales,South,75,59959.2,44781.22,3.93,48,0.62,311545.1,321458.57
2023-11-01,Sales,West,59,18108.56,45094.87,3.58,44,0.78,259001.54,239854.33
2023-12-01,Finance,West,77,31499.22,29359.88,4.63,43,0.86,191548.96,184034.06
2022-06-01,Operations,Central,16,52206.98,36204.07,3.77,45,0.88,200721.85,203361.42
2023-08-01,Operations,West,56,42288.53,33448.94,3.28,49,0.89,250199.77,231713.16
2022-12-01,Marketing,Central,61,55672.94,25244.57,4.59,54,0.63,204939.61,195034.5
2022-11-01,Marketing,North,50,51445.52,56693.69,3.0,57,0.83,234015.21,220544.17
2023-08-01,Operations,East,48,39811.65,23827.28,3.41,50,0.85,182639.09,165067.12
2021-12-01,Finance,South,28,24608.03,30512.94,4.27,56,0.7,277549.27,262704.24
2022-01-01,Operations,North,13,61297.23,18816.84,3.2,69,0.94,203876.2,188249.29
2022-11-01,Marketing,North,16,47406.45,38564.68,3.51,55,0.85,207683.58,212916.44
2023-01-01,Operations,Central,13,30269.92,36922.24,3.79,55,0.92,252803.32,241633.44
2023-11-01,Marketing,East,26,18510.01,38612.27,3.79,47,0.84,186662.46,196643.4
2023-06-01,Operations,Central,21,54988.02,17797.6,4.95,50,0.65,196883.18,194710.05
2022-05-01,Customer Support,North,37,40469.93,32760.13,4.35,36,0.69,236604.09,213344.63
2022-08-01,Marketing,South,51,32815.62,33938.1,3.07,50,0.75,178443.25,166517.24
2023-01-01,Finance,West,92,67671.07,16837.56,3.44,46,0.75,177854.7,154488.4
2022-10-01,Customer Support,Central,19,21875.53,33903.23,4.23,43,0.83,183114.37,200931.34
2022-01-01,Operations,North,97,46253.19,23530.19,4.43,55,0.8,194139.59,205122.15
2022-07-01,Marketing,West,37,60870.7,27017.37,3.76,50,0.63,171548.18,157488.8
2023-12-01,Customer Support,West,97,57329.13,35776.43,4.71,45,0.89,186465.28,175115.16
2021-12-01,Finance,North,19,30448.08,31987.21,4.89,50,0.9,237276.08,247822.34
2022-07-01,Marketing,East,31,69759.98,22569.3,4.23,48,0.9,289260.12,279559.02
2021-12-01,Customer Support,North,65,71298.14,18655.53,4.12,48,0.68,207060.18,203999.27
2021-09-01,Customer Support,South,72,65366.27,28357.49,4.5,53,0.71,189544.38,165481.75
2021-07-01,Customer Support,West,86,36999.96,32242.33,4.56,44,0.86,156999.28,168670.13
2023-04-01,Sales,South,89,46620.31,30143.27,3.43,53,0.74,223398.01,209000.08
2022-02-01,Operations,Central,52,68871.01,28737.95,3.97,58,0.76,213171.88,212968.49
2023-07-01,Marketing,West,12,56661.73,27696.08,3.89,52,0.81,154270.3,163141.93
2022-07-01,Marketing,East,10,40426.96,44362.17,4.88,58,0.61,193689.36,198068.98
2022-04-01,Marketing,North,67,46808.85,31890.45,3.22,43,0.61,185019.8,189390.22
2021-05-01,Customer Support,Central,88,27128.53,32025.93,4.89,42,0.62,165444.89,181329.75
2023-11-01,Operations,South,6,67238.08,27793.72,4.15,43,0.68,188241.01,187018.05
2021-12-01,Finance,Central,26,48471.12,25740.2,3.58,42,0.94,240411.66,236220.0
2023-01-01,Marketing,East,25,76144.9,48824.03,4.74,51,0.63,104362.81,94741.3
2022-09-01,Operations,North,10,22610.4,35632.05,3.1,63,0.91,224550.17,205281.94
2023-12-01,Operations,Central,74,35427.42,37771.65,3.64,42,0.64,189864.22,171000.32
2022-11-01,Sales,South,17,49207.89,21990.44,4.51,43,0.86,246341.36,246078.19
2022-04-01,Marketing,Central,5,83920.27,39888.95,4.66,54,0.82,134290.61,124561.47
2022-02-01,Customer Support,North,26,51165.17,19974.84,3.33,57,0.85,89362.95,86299.52
2023-07-01,Operations,Central,28,38603.01,33335.79,4.88,54,0.63,234306.33,216641.14
2021-05-01,Operations,South,68,50266.63,31102.05,3.11,50,0.86,186904.69,197878.28
2023-11-01,Finance,North,45,39862.65,43222.76,3.87,47,0.71,163295.26,172886.95
2022-11-01,Sales,East,98,64194.76,25029.39,3.19,53,0.69,173945.18,160068.9
2023-05-01,Operations,East,26,62920.17,35590.82,3.2,43,0.82,192078.58,179650.24
2021-11-01,Operations,West,65,74153.76,33925.56,4.83,42,0.64,157860.18,145037.18
2022-06-01,Customer Support,Central,16,25367.71,22320.87,4.81,44,0.68,257173.17,244894.15
2021-12-01,Customer Support,South,94,22924.01,35368.48,4.23,48,0.79,164961.1,160281.69
2021-09-01,Finance,Central,8,46506.23,28500.67,4.93,51,0.87,217322.19,236668.44
2021-10-01,Finance,North,87,62237.28,29580.23,3.98,56,0.9,274776.06,272813.55
2022-05-01,Finance,West,84,65369.53,26315.43,4.57,46,0.75,204511.09,214286.94
2021-07-01,Customer Support,South,16,53601.04,30602.81,3.19,46,0.94,193016.62,195992.08
2022-01-01,Customer Support,Central,37,62210.62,30422.22,3.79,48,0.87,239814.04,251051.21
2021-09-01,Sales,South,25,72724.79,35297.13,4.03,41,0.74,152458.86,138420.26
2023-03-01,Marketing,North,77,38183.54,33212.95,4.56,46,0.74,208879.98,213014.92
2021-02-01,Marketing,West,76,72006.54,38800.41,3.67,52,0.75,242218.46,226597.17
2021-05-01,Sales,South,88,72463.61,38258.42,4.96,42,0.86,298362.03,308145.25
2023-05-01,Marketing,North,78,41720.57,45004.18,4.47,49,0.71,335684.75,350070.26
2022-07-01,Customer Support,East,96,35762.73,36859.2,4.07,48,0.64,128856.23,134124.78
2021-08-01,Marketing,South,78,61367.64,31438.83,3.66,61,0.8,152101.0,137200.73
2021-01-01,Customer Support,West,76,79859.92,41326.92,4.28,39,0.82,231819.22,236496.84
2022-10-01,Sales,South,56,37333.07,31258.45,4.35,47,0.93,190960.4,208434.56
2022-05-01,Finance,South,51,78804.85,32898.19,4.36,59,0.65,164353.4,166420.05
2021-07-01,Sales,North,63,35592.87,4787.15,4.17,37,0.79,171147.13,170838.04
2023-01-01,Marketing,Central,51,46700.63,20999.05,3.8,45,0.68,270990.64,257305.5
2021-04-01,Customer Support,Central,60,33058.14,36995.77,4.63,38,0.86,245591.51,225531.99
2023-12-01,Marketing,South,17,56461.25,43413.96,3.52,52,0.72,236718.4,225607.7
2021-06-01,Marketing,West,48,52034.83,35384.95,4.25,46,0.82,194041.08,180015.68
2023-07-01,Finance,West,39,50745.07,36083.63,3.94,53,0.66,174134.07,167250.94
2022-07-01,Marketing,North,33,40584.75,36727.62,4.79,58,0.8,226876.89,205392.65
2023-03-01,Finance,South,60,43591.03,30365.33,4.18,56,0.61,206604.53,196097.55
2021-10-01,Customer Support,South,9,49002.84,20622.91,4.71,62,0.89,139814.9,151757.65
2023-02-01,Customer Support,Central,71,46084.31,36402.38,4.91,48,0.81,222520.99,202436.9
2022-07-01,Finance,North,57,49359.69,17621.03,3.25,52,0.68,253029.46,228276.98
2021-03-01,Sales,East,64,27552.2,34918.89,4.11,46,0.72,109790.07,113654.85
2022-01-01,Customer Support,West,10,17736.98,44198.63,4.77,57,0.65,217137.16,233894.11
2023-04-01,Sales,West,52,55204.58,32881.96,4.74,40,0.84,264289.71,237386.08
2022-08-01,Customer Support,South,84,55693.92,35254.05,3.39,39,0.73,213035.37,225132.42
2023-04-01,Customer Support,North,39,53515.13,40886.25,3.96,53,0.93,228060.72,201400.8
2021-08-01,Operations,East,22,57916.4,28535.95,3.45,53,0.91,129355.9,133392.95
2021-01-01,Marketing,West,15,43209.3,44939.1,4.79,60,0.88,212717.55,224448.9
2021-03-01,Marketing,North,55,44724.52,40236.82,3.01,54,0.69,165582.83,166601.0
2022-01-01,Sales,East,27,42828.32,31366.03,3.44,62,0.7,249803.54,254420.91
2023-04-01,Marketing,South,51,22848.19,8031.75,3.82,53,0.74,165411.1,178539.33
2023-01-01,Sales,Central,79,58621.45,28980.31,3.44,56,0.92,184274.43,163137.64
2023-09-01,Customer Support,West,63,61780.13,28868.04,4.95,57,0.77,196829.31,187398.15
2021-06-01,Operations,West,61,63977.82,33244.09,3.49,46,0.63,168161.25,146412.57
2023-08-01,Operations,East,97,45338.22,44597.35,3.72,53,0.68,182516.38,165391.48
2022-09-01,Customer Support,Central,60,39237.06,40202.21,3.35,49,0.62,159132.76,165980.54
2022-04-01,Finance,North,31,42942.38,32260.58,4.85,44,0.62,176210.69,180759.78
2022-09-01,Finance,South,77,42267.48,27458.91,3.82,38,0.92,247124.72,236970.75
2021-11-01,Marketing,North,39,19948.02,11685.83,3.52,47,0.82,251648.06,249986.09
2023-12-01,Sales,East,59,54457.13,37675.24,3.49,56,0.64,217737.74,219906.16
2023-11-01,Operations,West,13,62654.94,33648.31,4.17,55,0.8,282250.05,283859.16
2022-07-01,Marketing,West,22,53249.26,40228.71,4.96,59,0.94,221014.74,216645.2
2022-08-01,Customer Support,North,48,50338.22,33779.88,4.95,44,0.61,219081.95,225898.1
2022-06-01,Operations,South,25,40591.19,24400.91,4.96,44,0.86,224493.06,210267.41
2022-02-01,Sales,East,60,61430.39,35076.25,3.77,45,0.66,160121.59,146251.2
2022-03-01,Sales,South,52,48684.93,33490.89,4.83,38,0.73,158532.5,140278.41
2023-07-01,Finance,East,5,31718.99,40123.1,3.89,56,0.64,176081.26,177809.11
2021-01-01,Marketing,South,31,69847.61,27482.32,4.02,64,0.6,174761.68,177531.29
2021-03-01,Customer Support,North,49,59700.11,24046.11,4.04,45,0.64,213426.67,208705.18
2022-04-01,Operations,Central,67,74823.71,31931.34,3.13,59,0.8,267709.82,251475.62
2022-11-01,Sales,East,62,67442.16,29799.69,3.35,51,0.92,180584.74,161717.49
2021-11-01,Operations,North,44,40654.87,24931.39,4.77,48,0.61,162253.02,163146.53
2021-12-01,Customer Support,West,67,45723.65,24780.7,4.79,52,0.62,144625.25,132506.26
2021-10-01,Operations,West,42,65173.17,42886.44,3.4,58,0.66,219039.58,212776.44
2023-08-01,Marketing,South,33,32370.91,29734.67,3.61,41,0.94,198909.23,184656.26
2022-04-01,Finance,West,44,74838.4,41849.51,4.66,48,0.66,294292.1,260796.41
2021-08-01,Operations,Central,23,54912.08,51862.82,3.41,43,0.76,171509.35,179000.74
2021-12-01,Finance,East,92,62419.37,28487.26,4.76,62,0.61,266484.35,238629.67
2022-12-01,Customer Support,South,60,54844.77,23664.9,4.65,42,0.9,94436.87,97171.89
2023-04-01,Finance,East,48,50800.83,20600.29,4.62,44,0.93,121091.84,128980.26
2021-08-01,Operations,East,69,45644.69,41619.24,4.78,42,0.86,250801.28,256213.51
2023-04-01,Operations,North,91,47802.44,29487.35,4.77,54,0.8,199544.2,215785.18
2023-12-01,Sales,West,17,9938.89,31879.5,4.83,61,0.69,187783.5,203228.82
2023-02-01,Operations,East,34,58441.4,27331.36,4.76,50,0.66,175920.61,159993.4
2021-08-01,Finance,Central,53,82681.0,29885.54,4.21,48,0.78,241743.39,234028.64
2023-04-01,Sales,Central,79,37562.14,57134.39,3.32,56,0.7,243966.71,250323.22
2023-04-01,Operations,West,67,27978.22,24600.43,4.22,52,0.83,291175.65,297961.43
2023-12-01,Operations,West,75,73531.51,10568.44,4.88,40,0.69,226671.15,216206.51
2023-03-01,Customer Support,South,39,55663.85,30258.46,4.94,59,0.66,245376.95,233728.01
2022-05-01,Sales,South,15,63569.94,25552.65,4.46,62,0.8,133708.16,140068.54
2021-09-01,Customer Support,South,53,57549.5,37764.38,4.39,53,0.87,145285.51,149790.22
2023-09-01,Customer Support,West,44,36089.93,30868.57,4.88,59,0.63,223938.69,240329.03
2022-08-01,Customer Support,East,25,63632.84,42287.98,3.58,51,0.82,242882.74,228933.24
2022-01-01,Marketing,North,51,42605.18,10498.34,3.3,43,0.89,268130.58,262456.94
2023-04-01,Customer Support,South,7,37610.39,36571.83,3.58,43,0.6,126082.92,134767.3
2023-05-01,Finance,North,34,59576.49,44571.96,4.9,37,0.68,177123.97,182461.5
2022-01-01,Operations,Central,92,52591.62,26892.57,3.42,39,0.7,180585.2,180716.18
2023-11-01,Marketing,West,71,56197.02,26744.47,3.45,57,0.6,162322.4,151364.99
2021-06-01,Customer Support,Central,66,55661.97,26390.37,3.39,48,0.84,112174.47,103544.86
2022-06-01,Operations,South,41,62454.48,25375.16,3.97,53,0.75,225425.12,229006.07
