quarter,department,expense_type,revenue,expenses,investment,roi_percentage,economic_index,profit
2020-06-30,Marketing,Admin,417541.4,373266.59,45327.43,0.139,100.01,44274.81
2018-09-30,Finance,Utilities,572384.64,198052.58,26216.86,0.136,96.68,374332.06
2019-09-30,Operations,Admin,488444.44,361288.77,31436.47,0.154,93.86,127155.67
2024-12-31,Sales,Salaries,574469.12,254780.11,12333.18,0.075,104.02,319689.01
2021-12-31,Marketing,Utilities,487963.26,243916.49,72045.35,0.237,112.71,244046.77
2024-06-30,Operations,Admin,617740.51,340856.33,61373.71,0.191,119.85,276884.18
2021-12-31,Sales,Salaries,425745.53,269993.21,22868.6,0.067,114.77,155752.32
2024-03-31,Marketing,R&D,514221.59,338114.53,27509.11,0.066,98.11,176107.06
2022-12-31,Operations,COGS,543937.1,331048.12,22811.08,0.092,83.17,212888.98
2024-12-31,Operations,Marketing Spend,431867.81,364463.0,31120.78,0.098,84.82,67404.81
2022-03-31,Marketing,Marketing Spend,530464.59,405472.09,54867.92,0.148,81.17,124992.5
2018-06-30,Operations,Marketing Spend,600692.15,162398.91,107446.59,0.157,94.51,438293.24
2018-03-31,IT,R&D,493288.14,316355.18,41196.27,0.079,99.26,176932.96
2021-12-31,Marketing,COGS,575048.51,240819.06,59469.48,0.245,112.82,334229.45
2020-12-31,Operations,Admin,432569.96,333442.63,47608.22,0.215,83.43,99127.33
2019-03-31,Sales,Admin,390355.36,187556.49,54871.09,0.177,89.12,202798.87
2019-03-31,Sales,COGS,569547.55,304081.71,44297.17,0.106,100.43,265465.84
2024-09-30,IT,Utilities,444081.45,149434.66,73078.35,0.232,113.99,294646.79
2023-09-30,Marketing,COGS,332328.1,303477.01,61909.52,0.113,83.51,28851.09
2020-03-31,Operations,Marketing Spend,423975.05,300446.92,49889.66,0.114,89.74,123528.13
2020-03-31,Operations,Admin,634757.87,246196.0,62917.94,0.121,101.76,388561.87
2018-09-30,Sales,COGS,606026.67,268489.97,68997.42,0.06,92.97,337536.7
2022-09-30,IT,Admin,387957.97,270412.6,35613.56,0.062,119.7,117545.37
2021-12-31,Sales,COGS,353831.5,176032.2,59398.28,0.145,98.09,177799.3
2021-12-31,Sales,Salaries,459076.43,196283.84,67386.73,0.226,116.45,262792.59
2018-09-30,IT,Marketing Spend,604045.93,315051.71,59315.41,0.238,117.64,288994.22
2022-12-31,Marketing,COGS,480426.64,385451.68,64115.11,0.205,90.38,94974.96
2023-12-31,Operations,R&D,481259.44,362939.81,51695.85,0.131,93.06,118319.63
2023-06-30,Marketing,COGS,438586.71,137684.32,60976.15,0.112,92.97,300902.39
2023-12-31,Finance,Salaries,472847.92,399201.43,80512.73,0.093,97.45,73646.49
2018-03-31,Finance,R&D,584740.82,404081.49,29796.85,0.158,82.53,180659.33
2023-12-31,Finance,R&D,508525.76,240239.95,49942.38,0.146,112.29,268285.81
2022-12-31,IT,COGS,479813.71,241780.64,34572.42,0.143,85.23,238033.07
2020-09-30,Sales,Salaries,565068.97,258585.71,37961.61,0.113,115.75,306483.26
2022-03-31,Marketing,R&D,507159.35,326539.53,59942.42,0.166,103.06,180619.82
2019-12-31,Operations,Marketing Spend,595023.17,275723.56,16320.13,0.172,99.26,319299.61
2018-12-31,Finance,Utilities,431998.75,331129.16,27595.34,0.225,106.43,100869.59
2019-06-30,Marketing,Marketing Spend,527206.99,195816.79,74201.21,0.202,117.32,331390.2
2019-12-31,Finance,Admin,588757.16,214259.52,23484.43,0.116,91.87,374497.64
2022-12-31,Finance,Admin,655337.04,229952.22,78837.27,0.126,90.81,425384.82
2018-09-30,Operations,Salaries,390634.9,234652.36,49757.14,0.098,94.8,155982.54
2021-12-31,IT,R&D,482627.8,334190.19,48578.08,0.084,99.47,148437.61
2024-03-31,Sales,Marketing Spend,368407.01,319660.57,36359.47,0.072,83.03,48746.44
2018-09-30,IT,Marketing Spend,403019.92,352667.76,43487.39,0.057,107.2,50352.16
2024-03-31,Marketing,Utilities,501851.62,386532.21,54552.41,0.134,100.84,115319.41
2022-06-30,IT,Salaries,297303.12,331548.96,45588.98,0.242,101.6,-34245.84
2021-06-30,Marketing,R&D,541933.81,157420.5,32348.12,0.158,89.99,384513.31
2022-06-30,Marketing,Salaries,555717.16,266571.77,62359.84,0.198,113.62,289145.39
2018-06-30,Sales,COGS,492358.71,277367.1,74799.91,0.13,95.92,214991.61
2023-06-30,Operations,Marketing Spend,415960.37,320628.78,17880.64,0.127,106.09,95331.59
2018-09-30,Sales,Salaries,475608.33,224516.12,93822.43,0.075,89.6,251092.21
2021-12-31,IT,Salaries,711662.78,418398.6,55805.09,0.11,112.65,293264.18
2020-03-31,Marketing,Utilities,447962.52,267892.34,59686.3,0.236,91.99,180070.18
2018-12-31,Finance,COGS,421213.62,273537.18,80094.35,0.148,116.87,147676.44
2018-03-31,Finance,Admin,268786.62,284354.34,7716.92,0.091,98.19,-15567.72
2018-12-31,Marketing,Marketing Spend,604388.25,258761.11,18268.5,0.183,85.81,345627.14
2018-03-31,Sales,Utilities,375979.16,161182.09,9472.76,0.131,104.45,214797.07
2021-06-30,Operations,Salaries,508821.84,399286.74,25301.51,0.215,102.27,109535.1
2023-03-31,Sales,Marketing Spend,710667.89,249222.94,61682.68,0.069,96.86,461444.95
2021-12-31,Marketing,Admin,536931.63,350386.89,25453.69,0.154,112.79,186544.74
2022-12-31,Marketing,Salaries,535818.85,265970.29,31458.52,0.21,96.85,269848.56
2023-12-31,Operations,COGS,467420.98,249669.73,34951.28,0.221,85.45,217751.25
2019-12-31,IT,Marketing Spend,531381.09,200403.2,46950.41,0.129,81.14,330977.89
2019-09-30,IT,Utilities,507567.75,157480.49,45957.91,0.198,115.69,350087.26
2018-09-30,Operations,COGS,554032.82,264373.22,33638.22,0.243,98.67,289659.6
2022-03-31,IT,Admin,258349.27,260983.82,28872.85,0.174,102.52,-2634.55
2018-03-31,Finance,Admin,537950.43,414897.82,43729.78,0.212,84.59,123052.61
2021-12-31,IT,Marketing Spend,543346.89,305742.53,50012.25,0.165,99.58,237604.36
2020-12-31,IT,Admin,754733.92,391323.23,77924.42,0.208,101.33,363410.69
2024-09-30,IT,R&D,499571.81,179848.84,29947.99,0.238,98.61,319722.97
2022-09-30,Finance,Utilities,522164.16,304147.76,47172.17,0.192,118.16,218016.4
2023-06-30,IT,Marketing Spend,539632.97,344056.37,9047.18,0.081,102.86,195576.6
2023-09-30,Finance,R&D,542450.7,308979.87,71795.61,0.066,118.98,233470.83
2023-06-30,Operations,Admin,376637.85,312012.21,46995.1,0.212,86.13,64625.64
2021-06-30,Sales,Marketing Spend,581839.66,280044.79,65551.64,0.102,116.57,301794.87
2019-06-30,Operations,R&D,408261.25,204453.08,74049.92,0.225,102.12,203808.17
2019-06-30,Sales,Admin,540665.13,190681.68,58838.92,0.089,91.85,349983.45
2021-03-31,Operations,Salaries,414088.13,356533.7,52320.91,0.232,109.83,57554.43
2022-09-30,Sales,Salaries,477754.97,247150.71,11516.89,0.211,102.25,230604.26
2023-06-30,Sales,COGS,452957.25,265892.9,46428.35,0.226,103.03,187064.35
2019-12-31,Marketing,Salaries,475101.03,247134.12,29862.3,0.097,86.88,227966.91
2024-09-30,Sales,R&D,491697.2,228525.16,27624.31,0.226,107.2,263172.04
2024-09-30,Sales,Utilities,537231.39,182996.23,11306.95,0.168,91.77,354235.16
2018-06-30,Marketing,Salaries,490382.77,422883.43,45413.79,0.067,94.23,67499.34
2023-03-31,IT,Marketing Spend,587451.77,136915.02,32278.42,0.236,116.26,450536.75
2018-03-31,IT,Marketing Spend,446643.67,355029.29,34028.52,0.089,87.18,91614.38
2024-12-31,Marketing,Marketing Spend,542971.17,387109.74,29323.19,0.093,115.47,155861.43
2021-09-30,Finance,Salaries,416751.16,311316.01,76181.32,0.191,100.02,105435.15
2018-03-31,Sales,Salaries,678262.02,286001.6,28094.11,0.167,87.14,392260.42
2019-03-31,Sales,COGS,543396.49,318633.5,41490.26,0.231,112.46,224762.99
2024-12-31,Marketing,Utilities,430282.8,268072.42,45835.43,0.111,106.1,162210.38
2021-12-31,Marketing,Utilities,673452.47,378609.95,45023.14,0.058,93.87,294842.52
2022-09-30,Finance,Admin,551849.78,389560.81,84572.28,0.249,92.03,162288.97
2018-12-31,IT,COGS,430641.5,343388.62,9266.35,0.113,96.84,87252.88
2018-09-30,Operations,R&D,486875.1,167937.75,54494.74,0.082,85.45,318937.35
2022-03-31,IT,Marketing Spend,386202.84,354007.9,67451.81,0.247,112.37,32194.94
2022-03-31,Sales,Salaries,386172.97,402675.09,55048.44,0.163,91.15,-16502.12
2020-12-31,Marketing,Admin,620841.37,348658.02,92878.8,0.08,113.07,272183.35
2024-12-31,Finance,Admin,410152.46,378809.5,76339.09,0.217,109.25,31342.96
2021-06-30,IT,Salaries,366242.96,241652.59,35844.18,0.239,117.67,124590.37
2023-03-31,Finance,COGS,563574.11,262067.98,45711.65,0.226,83.97,301506.13
2019-06-30,IT,Admin,665972.76,404825.05,65246.83,0.09,93.97,261147.71
2018-09-30,Sales,Utilities,615728.59,353259.89,47434.25,0.061,104.96,262468.7
2024-12-31,Operations,COGS,729112.72,280222.33,47811.92,0.124,114.34,448890.39
2020-03-31,Finance,Salaries,742158.96,278245.81,90318.62,0.121,86.23,463913.15
2019-03-31,Finance,COGS,409961.66,301552.2,69987.18,0.131,114.46,108409.46
2023-12-31,Operations,Utilities,468859.51,276145.42,91275.15,0.21,82.68,192714.09
2022-03-31,Finance,Marketing Spend,342938.47,300450.66,48087.88,0.052,98.97,42487.81
2021-06-30,Finance,Salaries,383709.89,551460.92,52855.54,0.185,83.38,-167751.03
2023-03-31,IT,Utilities,607242.52,243699.84,56674.22,0.247,85.99,363542.68
2018-09-30,IT,Salaries,527685.87,156505.86,63764.33,0.13,111.0,371180.01
2024-12-31,Operations,Utilities,645647.15,246992.91,43636.09,0.147,80.75,398654.24
2018-03-31,Sales,Utilities,413456.37,344350.4,31506.04,0.176,102.21,69105.97
2022-12-31,Finance,Admin,445131.02,348146.73,33704.68,0.107,83.93,96984.29
2023-03-31,Sales,Admin,559357.87,213943.94,47511.12,0.194,112.45,345413.93
2023-09-30,Operations,Admin,605664.42,269869.61,17198.4,0.091,112.33,335794.81
2018-03-31,Operations,Marketing Spend,336505.5,369263.24,57388.01,0.063,108.11,-32757.74
2018-09-30,IT,Marketing Spend,475952.12,291401.03,4390.52,0.21,110.24,184551.09
2022-06-30,Finance,Utilities,539934.03,218074.17,18810.89,0.085,103.63,321859.86
2024-03-31,Marketing,R&D,578298.49,234899.92,74139.17,0.196,99.42,343398.57
2020-06-30,Operations,Salaries,598070.0,412639.86,51511.22,0.224,96.41,185430.14
2023-06-30,Finance,Admin,492544.11,263708.9,58369.31,0.059,106.45,228835.21
2024-06-30,Sales,Salaries,376452.63,304214.5,56299.65,0.191,95.31,72238.13
2018-09-30,IT,Utilities,307453.37,172103.52,88648.67,0.179,80.11,135349.85
2019-12-31,Sales,COGS,481774.07,281038.1,74145.15,0.175,84.03,200735.97
2021-06-30,Operations,Utilities,471117.11,525918.28,83752.82,0.109,106.07,-54801.17
2023-12-31,Operations,Marketing Spend,420398.65,443149.88,39198.57,0.059,94.6,-22751.23
2022-06-30,Sales,R&D,589309.45,320335.53,47574.2,0.07,119.58,268973.92
2021-09-30,Operations,COGS,385241.3,429214.63,21153.46,0.105,94.16,-43973.33
2023-06-30,Finance,Salaries,433801.1,348275.33,68857.6,0.131,84.34,85525.77
2023-09-30,Operations,Marketing Spend,616680.01,486071.42,64534.36,0.234,93.14,130608.59
2018-06-30,IT,Admin,422503.82,353363.31,35697.69,0.187,107.47,69140.51
2024-09-30,Finance,COGS,532316.08,407198.83,38679.9,0.055,101.13,125117.25
2020-06-30,Marketing,Marketing Spend,499040.79,130980.46,58830.89,0.234,104.41,368060.33
2018-06-30,Operations,Salaries,524320.01,330888.39,45555.38,0.194,84.45,193431.62
2024-06-30,Operations,Utilities,588154.5,250940.07,36066.21,0.149,113.08,337214.43
2022-03-31,IT,Salaries,532529.11,344883.56,42133.43,0.143,116.1,187645.55
2019-12-31,IT,COGS,361345.93,341814.18,41885.14,0.237,85.81,19531.75
2018-03-31,Sales,COGS,378260.56,410698.7,57967.65,0.16,105.05,-32438.14
2020-03-31,Sales,Utilities,529482.35,383583.39,45460.65,0.151,89.19,145898.96
2020-09-30,Sales,COGS,408054.53,187251.4,-7549.82,0.205,87.29,220803.13
2023-06-30,IT,R&D,595528.51,151935.88,48183.65,0.169,88.18,443592.63
2021-12-31,Sales,Admin,530914.5,283592.68,35961.63,0.1,100.85,247321.82
2019-09-30,Sales,Marketing Spend,328422.76,360074.98,63371.81,0.25,115.44,-31652.22
2020-06-30,Marketing,Utilities,688908.28,350733.56,53230.11,0.106,112.74,338174.72
2023-09-30,Sales,Salaries,463375.89,305374.27,36053.34,0.187,85.74,158001.62
2024-06-30,Operations,Salaries,479071.28,349134.83,36842.24,0.148,100.4,129936.45
2018-09-30,IT,Admin,542254.56,365788.99,53435.66,0.074,86.04,176465.57
2022-06-30,Finance,COGS,491336.35,305459.1,49214.53,0.242,97.52,185877.25
2024-03-31,Marketing,COGS,596163.97,349733.37,43350.72,0.117,102.5,246430.6
2023-12-31,IT,Salaries,398199.28,356799.35,47612.56,0.181,112.46,41399.93
2021-03-31,IT,Admin,614706.99,297208.91,58236.22,0.198,114.45,317498.08
2024-12-31,Operations,Salaries,568099.73,418348.63,16888.59,0.129,81.11,149751.1
2024-06-30,Sales,COGS,422560.18,204122.41,78319.61,0.102,107.57,218437.77
2019-09-30,Operations,Utilities,525165.95,432035.03,40968.2,0.062,96.41,93130.92
2024-03-31,Sales,Marketing Spend,621218.22,383609.17,72987.43,0.24,99.8,237609.05
2018-12-31,Sales,COGS,552155.73,472742.54,91473.5,0.166,88.87,79413.19
2021-03-31,IT,Utilities,514739.53,178467.49,61228.45,0.193,81.37,336272.04
2022-12-31,Sales,Marketing Spend,562244.97,271897.65,11665.27,0.144,113.42,290347.32
2018-03-31,Marketing,R&D,570664.15,338580.75,26717.95,0.097,89.23,232083.4
2019-12-31,Marketing,Admin,449422.88,320652.09,58389.12,0.249,115.21,128770.79
2021-06-30,Marketing,Utilities,515675.67,265441.38,36591.97,0.243,82.79,250234.29
2021-12-31,IT,R&D,584866.65,324553.98,79537.8,0.222,96.34,260312.67
2021-06-30,Operations,COGS,513292.47,399670.4,35168.27,0.233,109.69,113622.07
2020-12-31,Finance,Admin,428250.7,311278.61,61149.51,0.165,90.27,116972.09
2022-09-30,Sales,Utilities,528012.1,190815.18,47807.03,0.124,118.7,337196.92
2023-09-30,Finance,COGS,460953.55,464383.44,50725.5,0.119,105.5,-3429.89
2021-09-30,Operations,Admin,558222.22,223292.32,62754.38,0.237,88.7,334929.9
2024-12-31,Operations,Admin,642689.92,202558.68,-12496.69,0.242,111.74,440131.24
2018-06-30,IT,COGS,567715.68,241960.99,49333.11,0.138,119.38,325754.69
2018-06-30,Marketing,COGS,417632.86,250817.4,68040.64,0.171,89.96,166815.46
2023-09-30,Marketing,Utilities,530168.7,322050.31,26492.25,0.211,112.9,208118.39
2023-06-30,Operations,Admin,242025.88,508795.38,63069.93,0.191,119.09,-266769.5
2022-09-30,IT,Utilities,490035.68,228398.39,45413.59,0.224,88.83,261637.29
2024-03-31,IT,Admin,594019.65,387543.01,36913.73,0.172,89.38,206476.64
2024-06-30,Sales,Utilities,540220.18,456084.47,45045.29,0.166,108.68,84135.71
2023-06-30,Marketing,COGS,511006.94,266098.88,77836.64,0.125,118.03,244908.06
2024-06-30,Operations,COGS,712981.35,292028.47,53409.99,0.065,107.81,420952.88
2024-06-30,Finance,Salaries,329517.48,324433.87,24907.9,0.061,100.18,5083.61
2023-06-30,Marketing,Utilities,351919.94,263485.44,55856.25,0.08,84.21,88434.5
2022-03-31,Sales,Salaries,548209.33,154701.7,50938.68,0.062,116.98,393507.63
2022-12-31,IT,Salaries,589809.24,408180.88,72616.38,0.157,82.76,181628.36
2020-06-30,Operations,R&D,593884.88,312650.52,48569.02,0.131,88.46,281234.36
2019-06-30,Marketing,Admin,442722.4,254855.45,71212.77,0.055,98.03,187866.95
2021-09-30,Finance,Marketing Spend,415587.77,296507.27,51376.28,0.054,100.02,119080.5
2023-06-30,Sales,R&D,400859.42,274736.05,57942.98,0.155,82.21,126123.37
2020-09-30,Sales,Admin,532225.37,347397.9,35278.45,0.16,83.29,184827.47
2024-12-31,Marketing,Marketing Spend,401679.26,228066.47,61369.06,0.057,85.01,173612.79
2019-03-31,Finance,Salaries,611461.9,269798.39,90424.84,0.184,81.59,341663.51
2018-03-31,Sales,Marketing Spend,497811.7,311557.57,84435.21,0.075,119.1,186254.13
2019-12-31,Operations,COGS,429627.39,142594.83,27780.83,0.149,89.52,287032.56
2023-03-31,Sales,COGS,430034.34,280327.26,15848.95,0.082,115.18,149707.08
2024-12-31,Finance,Utilities,346809.3,244998.91,57523.73,0.058,111.37,101810.39
2020-12-31,IT,Admin,420582.56,348675.88,45129.0,0.092,108.24,71906.68
2020-12-31,IT,R&D,444721.32,319761.0,33009.31,0.143,106.32,124960.32
2019-03-31,Marketing,Salaries,540808.04,401474.57,92289.54,0.199,99.94,139333.47
2019-09-30,Finance,Admin,490080.05,138804.49,111760.94,0.103,102.55,351275.56
2018-12-31,Sales,Salaries,414027.49,250646.92,13670.45,0.187,115.63,163380.57
2019-06-30,Sales,COGS,377476.28,315643.9,34340.35,0.223,111.1,61832.38
2021-03-31,IT,R&D,476301.52,403359.46,24155.31,0.104,89.23,72942.06
2022-12-31,IT,R&D,294700.02,211494.28,33498.37,0.154,84.17,83205.74
2021-09-30,Operations,COGS,468213.76,235714.96,72454.84,0.132,91.75,232498.8
2018-09-30,IT,Marketing Spend,611555.37,405169.76,55128.3,0.055,85.3,206385.61
2023-09-30,Operations,R&D,479964.95,484326.77,66643.77,0.128,118.18,-4361.82
2019-12-31,Sales,Marketing Spend,515932.16,436475.04,76380.46,0.125,95.31,79457.12
2022-12-31,Operations,Salaries,503809.27,437261.6,56756.73,0.174,86.93,66547.67
2021-12-31,Operations,R&D,361476.83,334489.44,31118.09,0.223,104.89,26987.39
2021-03-31,Marketing,Utilities,675748.99,310592.37,60345.69,0.184,95.93,365156.62
2022-06-30,IT,COGS,459243.46,452140.62,47881.81,0.121,88.72,7102.84
2024-12-31,Operations,Marketing Spend,499665.11,273922.88,46650.35,0.14,82.31,225742.23
2020-06-30,Sales,Utilities,434437.69,219172.58,33441.79,0.227,83.7,215265.11
2022-09-30,Finance,Salaries,613806.54,322670.63,69216.02,0.178,102.53,291135.91
2022-03-31,Operations,Salaries,354132.01,271145.55,60049.68,0.128,110.01,82986.46
2023-12-31,IT,R&D,630229.78,238528.22,66853.09,0.17,117.03,391701.56
2022-09-30,Marketing,R&D,469570.17,368050.32,31325.51,0.179,103.42,101519.85
2024-12-31,Sales,Utilities,446646.98,279993.34,71086.13,0.146,106.11,166653.64
2024-06-30,Marketing,Admin,437224.81,314763.57,56989.48,0.223,89.68,122461.24
2023-09-30,Finance,Admin,680864.86,343292.32,69044.83,0.213,90.97,337572.54
2024-06-30,Operations,R&D,339522.27,158787.76,34306.28,0.155,96.7,180734.51
2019-03-31,Operations,Admin,446516.56,399149.35,53208.33,0.242,114.75,47367.21
2024-06-30,IT,COGS,370923.22,484074.91,73087.0,0.241,97.41,-113151.69
2023-03-31,Operations,Utilities,318746.46,402453.3,61799.35,0.243,89.59,-83706.84
2023-09-30,Sales,COGS,630528.69,12580.25,47732.59,0.094,116.78,617948.44
2020-03-31,Finance,Admin,497287.19,318035.07,60913.99,0.071,96.46,179252.12
2020-12-31,Marketing,R&D,383915.54,151325.89,30911.5,0.174,83.18,232589.65
2023-03-31,Finance,COGS,582908.89,395496.97,63687.48,0.196,101.82,187411.92
2018-03-31,Operations,Salaries,459931.6,395786.6,68240.03,0.111,105.06,64145.0
2024-06-30,Marketing,R&D,435343.32,329808.74,59040.09,0.158,118.22,105534.58
2024-06-30,IT,Utilities,557538.13,88527.67,48450.7,0.18,112.26,469010.46
2018-03-31,Finance,Marketing Spend,457781.13,300831.04,57047.26,0.143,84.04,156950.09
2021-09-30,Marketing,Marketing Spend,403722.4,210321.12,49184.47,0.158,100.48,193401.28
2018-06-30,Marketing,R&D,569540.23,311092.41,46588.31,0.065,97.36,258447.82
2023-06-30,Marketing,Admin,485863.08,298845.05,65362.41,0.249,95.74,187018.03
2021-12-31,Sales,COGS,574640.51,383409.38,81638.41,0.126,85.59,191231.13
2024-03-31,Finance,COGS,459717.74,287347.04,53783.39,0.091,95.01,172370.7
2019-12-31,Marketing,R&D,601902.31,433808.16,39329.75,0.146,98.8,168094.15
2021-03-31,Finance,Salaries,501402.99,331804.94,30985.38,0.113,88.75,169598.05
2023-03-31,Marketing,Utilities,605936.43,257990.0,36903.61,0.128,103.03,347946.43
2018-03-31,IT,Admin,602665.04,293011.54,93685.54,0.163,88.85,309653.5
2021-12-31,IT,Salaries,623625.17,403004.48,82573.69,0.106,84.85,220620.69
2019-09-30,IT,R&D,506828.72,413620.82,69183.55,0.183,119.36,93207.9
2019-03-31,Operations,R&D,538272.02,85980.08,75536.29,0.136,107.54,452291.94
2023-06-30,Marketing,Salaries,476927.39,204368.38,39346.28,0.067,103.79,272559.01
2023-09-30,Operations,Marketing Spend,410229.56,249818.56,70913.86,0.227,93.1,160411.0
2018-09-30,Finance,R&D,700329.72,412505.79,72621.27,0.145,88.33,287823.93
2020-12-31,Operations,Utilities,424789.52,400602.9,48259.06,0.235,85.26,24186.62
2024-06-30,Finance,Admin,590486.75,380364.9,26315.0,0.126,82.5,210121.85
2021-12-31,Finance,Salaries,572581.23,390834.91,21072.22,0.159,107.99,181746.32
2022-09-30,Finance,Marketing Spend,518105.3,437022.98,58159.1,0.225,91.05,81082.32
2019-03-31,Operations,Salaries,484501.14,344779.41,40302.88,0.142,92.73,139721.73
2023-06-30,Marketing,Marketing Spend,485495.76,387127.43,56617.13,0.177,86.44,98368.33
2024-03-31,Operations,Marketing Spend,434292.06,334561.35,44507.36,0.099,84.69,99730.71
2021-06-30,Marketing,Utilities,509444.18,384499.51,27812.73,0.098,99.8,124944.67
2024-12-31,Marketing,Admin,381861.36,261228.94,85394.81,0.159,109.1,120632.42
2019-03-31,Finance,R&D,574725.26,230613.18,28890.16,0.173,119.64,344112.08
2021-09-30,Operations,Marketing Spend,477146.2,247259.63,36724.81,0.181,93.58,229886.57
2022-03-31,Marketing,R&D,403797.9,277967.34,49855.88,0.204,106.55,125830.56
2021-06-30,IT,Admin,372355.87,365245.83,52857.53,0.235,84.64,7110.04
2022-12-31,Marketing,R&D,486809.92,431921.52,18602.39,0.098,102.23,54888.4
2019-03-31,IT,Utilities,490288.3,251587.76,66418.71,0.174,100.72,238700.54
2020-12-31,Operations,Utilities,448193.58,502266.79,63300.28,0.139,81.28,-54073.21
2021-12-31,Operations,COGS,550240.41,282194.97,93823.89,0.068,99.32,268045.44
